---,RowType,NoPickWeight,MinLevel,bErrorIfOutputIsEmpty,bRetryIfPickIsEmpty,EntryType1,Entry1,WeightOrCount1,EntryType2,Entry2,WeightOrCount2,EntryType3,Entry3,WeightOrCount3,EntryType4,Entry4,WeightOrCount4,EntryType5,Entry5,WeightOrCount5,EntryType6,Entry6,WeightOrCount6,EntryType7,Entry7,WeightOrCount7,EntryType8,Entry8,WeightOrCount8,EntryType9,Entry9,WeightOrCount9,EntryType10,Entry10,WeightOrCount10,EntryType11,Entry11,WeightOrCount11,EntryType12,Entry12,WeightOrCount12,DataCurves,Entries,Notes
GoblinTheTitleExpansion,"Pick","4","0","False","False","SetNameParameter","TheTitle|{TheTitleModifier} {TheTitle}","1","SetNameParameter","TheTitle|{TheTitleNoun}","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GoblinTheTitle,"All","0","0","False","False","SetNameParameter","TheTitle|Moldy/Gross/Bold/Wild/Cowardly/Unpleasant/Wicked/Slow/Stupid/Moist/Dank/Unliked/Unfriendly/Bad/Boorish/Sluggish/Slovenly/Sleepy/Silly/Sour/Sordid/Unwelcoming/Unique/Honorable/Uncouth/Foul/Unhappy/Sad/Vile/Wily/Shortsighted/Known/Spiteful/Jealous/Petty/Hungry/Bewitching/Crusty/Mild","1","SetNameParameter","TheTitleModifier|Least/Most/Very/Mostly/Sometimes/Occasionally/Only/Always","1","SetNameParameter","TheTitleNoun|Clown/Jester/Only-Child/Fool/Wanderer/Dancer/Performer/Assassin/Killer/Murderer/Thief/""King""/Spirit/Witch/Flea/""Scribe""/Cleaner/Butler/Monster/Criminal/Wanted","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GoblinOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Keeper/Holder/Master/Sweeper/Grabber/Snatcher/Borrower/Lord/Dumper/Prince/Dunker/Coveter/Painter/Soiler/Bringer/Collector/Picker/Licker/Juggler/Smuggler","1","SetNameParameter","OfTitleSecond|Spoons/Swords/Guts/Bones/Trinkets/Shinies/Skulls/Blood/Slime/Foulness/Stinks/Mold/Slimes/Grime/Dirt/Spears/Trinkets/Boots/Turnips/Fish/Onions/Mossrats/Coins/Limbs/Teeth/Flowers/Flames","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
GoblinPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Watcher/Farmer/Leader/Master/Lord/Father/Mother/Sir/Old/Narrow/Great/Vile/Young/Wanderer/Mr./Ms./Big/Captain/Opulent/Sour/Odious","1","SetNameParameter","PreTitlePrefix|Pack/Team/Gaggle/Foe/Dog/Hound/Muck/Gob/Dead/Gob/Fun/Pun/Yum-/Village/Group","1","SetNameParameter","PreTitleSuffix|leader/master/lord/tamer/mother/father/farmer","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","SkeletonNameStyle","1","GoToNameSpawnRow","SkeletonOfTitle","1","SetNameParameter","TheTitle|Atrocious/Barbaric/Vile/Grim/Cruel/Bloodthirsty/Unkillable/Immortal/Foul/Fetid/Fierce/Endless/Unending/Unyielding/Indomitable/Incorrigable/Old/Priestly/Grindstone/Rock/Unbleeding/Unstoppable/Denier/Disobedient/Hater/Hateful/Spiteful/Scribe/Cold/Lonely/Forgotten/Calcified/Bewitched/Once Beautiful/Late/Boring/Creaky/Rickety/Opulent/Once Opulent/Wrathful/Clumsy/Scattered/Guileful/Blessed/Devout/Crowned/Anointed/Villified/Sacrosanct/Criminal/Wanted/Returned/Revived/Resurrected/Upright/Tall/Short/Skinny/Inappropriate/Eyeless/Paragon/Fallen/Disillusioned/Desecrated/Corrupt/Defiled/Lost/Undying/Bland/Broken/Dry/Icky/Sloppy/Prim/Proper/Educated/Erudite/Disturbed/Disrupted/Toothless/Profane","1","GoToNameSpawnRow","SkeletonPreTitle","1","GoToNameSpawnRow","SkeletonPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","SkeletonGibberishPrefixSuffix","1","GoToNameSpawnRow","SkeletonEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Kreig/Ur'/Pal/Yur'/Reig/Lau/Vice/Xer/Wrath/Wrik/Ob/Ab/Corth/Sinn/Ar'/Ratt/Kha/Pan/He/Arak'/Lin/Do/Vim/Corvin/Io/Ayr/Ono","1","SetNameParameter","Suffix|baur/win/yek/ir/volin/lin/er/az/ets/alor/nath/les/atur/athal/yan/thus/pus/rus/ainous/elious/lo/thak/than/thour/thur/thun","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Rattle/Brittle/Dry/Grim/Dark/Dust/Pale/Stark/Break/Snap/Clatter/Must/Creak/Cold/Hot/Dim/Great/Old/Lost/Sour/Nasty/Foul/Slim/Shaky/Slime/Wild/Prim/Broad/Narrow/Under/Wile/Powder/Night/Dusk/Shadow/Slow/Silly/Crust/Lost/Ground/Stone/Bone","1","SetNameParameter","Suffix|bones/lock/knees/joints/fiend/lord/knots/coils/vine/ripper/curdler/spines/spine/keeps/fellow/fella/lady/lance","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Lord/Duke/Baron/Revenant/Grand Wraith/Ancestor/Patriarch/Matriarch/Almighty/Great Nemesis/Ancient/Ascendant/Archon/Archetype/All Powerful/Once Living/Dead/Sorrowful/Lonely/Dismal/High Priest/Sacred/Blessed/Cursed/Crimson/Pale/Whisperer/Sinful/Proud/Wrathful/Dark/Exiled/Fallen/Forgotten/Pariah/Prince/King/Knight/Tower/Mr./Ms./Summoner/Summoned/Invoker/Invoked/Wasteful/Bloody/Masterful/Architect/Genius/Grim/Polluted/Impaler/Gheist/Governor","1","SetNameParameter","PreTitlePrefix|Fear/Dark/Foul/Necro/Demo/Moss/Mold/Sick/Bone/Doom/Gloom/Tome/Ritual/Rain/Flood/Blood/Acid/Wine/Time/Blood/Death/Curse/Must/Lance/Panic","1","SetNameParameter","PreTitleSuffix|maker/taker/breaker/lord/master/bearer/holder/coil/herald/jester/reaper/reaver/cleaver/heaver/spear","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
SkeletonOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|King/Holder/Master/Breaker/Stealer/Usurper/Driver/Herald/Harbinger/Possessor/Birth/Mother/Father/Vicar/Messenger/Disciple/Martyr/Zenith/Trinity/Binder/Summoner/Uniter/Diplomat/Ambassador/Carrier/Host/Symphony/Bearer/Jailer/Keeper","1","SetNameParameter","OfTitleSecond|Misery/Madness/Steel/Banners/Trinkets/Feasts/Pain/Agony/Suffering/Chains/Thorns/Cold/Flames/Darkness/Night/the End/Gloom/Indignity/Insults/Blood/War/Chaos/Nothingness/Dirt/Lies/Opulence/Death/Sorrow/Bad Tidings/Bad Things/Unholiness/the Brink/the Edge/Collapse/Denial/Sacrilege","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombieName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","ZombieNameStyle","1","GoToNameSpawnRow","ZombieOfTitle","1","SetNameParameter","TheTitle|Atrocious/Gross/Vomitworthy/Dripping/Bloated/Bloodthirsty/Unkillable/Immortal/Foul/Fetid/Oily/Swamplord/Unending/Tattered/Broken/Pustulent","1","GoToNameSpawnRow","ZombiePreTitle","1","GoToNameSpawnRow","ZombiePackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombieNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","ZombieGibberishPrefixSuffix","1","GoToNameSpawnRow","ZombieEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombieGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Glob/Glib/Gut/Wiggle/Snaw/Swipe/Gorb/Gribble/Hob","1","SetNameParameter","Suffix|bor/lib/gobble/leg/wrap/lash/goo/snot/spit","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombieEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Pus/Vomit/Sick/Bloat/Corpse","1","SetNameParameter","Suffix|pile/taker/rot/puke/pool/lash/digger","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombiePreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Big/Little/Old/Lost/Tired","1","SetNameParameter","PreTitlePrefix|Gut/Puke/Slime/Ick/Sewage/Corpse","1","SetNameParameter","PreTitleSuffix|maker/taker/breaker/tamer/licker/master/father/mother","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
ZombieOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Eater/Hoarder/Holder/Lover/Coveter/Bride/Husband/Gobbler/Taker/Lord","1","SetNameParameter","OfTitleSecond|Foulness/Wretchedness/Darkness/Sickness/Pustules/Slime/Night/Disease/Filth","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","AutomataNameStyle","1","GoToNameSpawnRow","AutomataOfTitle","1","SetNameParameter","TheTitle|Efficient/Eternal/Lifeless/Ember-Fueled/Driven/Sleepless/Rusty/Seeking/Calculating/Soulless/Defective/Unreasoning/Broken/Precise","1","GoToNameSpawnRow","AutomataPreTitle","1","GoToNameSpawnRow","AutomataPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","AutomataGibberishPrefixSuffix","1","GoToNameSpawnRow","AutomataEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Zap/Fizz/1101001/10010011/ELSE/IF/SELECTFROM/DROP","1","SetNameParameter","Suffix|Fix/Zif/IF/OR/NOT/ARRAY/TABLES","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Auto/Mechano/Steam/Electro","1","SetNameParameter","Suffix|pile/loader/patroller/seeker/worker/unit","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Supreme/First/Last/Ultimate","1","SetNameParameter","PreTitlePrefix|Circuit/Steam/Gear/Cogs","1","SetNameParameter","PreTitleSuffix|maker/taker/breaker/tamer/defender/master","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
AutomataOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Keeper/Minder/Selector/Collector","1","SetNameParameter","OfTitleSecond|Treasures/Relics/Legacy/the Mountain/Night","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
HyvidName,"All","0","0","False","False","GoToNameSpawnRow","PickFormatNoPostTitle","1","GoToNameSpawnRow","HyvidGibberishPrefixSuffix","1","GoToNameSpawnRow","HyvidOfTitle","1","SetNameParameter","TheTitle|Stinging/Stinger/Slicer/Viscious/Screeching/Clattering/Quick/Many-Limbed/Hatcher","1","GoToNameSpawnRow","HyvidPreTitle","1","GoToNameSpawnRow","HyvidPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
HyvidGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Klick/Klack/Kir'/Kith'/Naz'/Skri'/Shak/Krri/Zzith'/Zzip/Shi/Shiri/Klis/Iss/Vrii/Vrre/Xik/Xikki","1","SetNameParameter","Suffix|li/iz/yi/yo/yik/yiz/ssi/ski/sh'a/ik","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
HyvidPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Keeper/Stinger/Poisoner/Toxic/Singer/Cutter/Slicer/Spitter/Burrower","1","SetNameParameter","PreTitlePrefix|Hive/Swarm/Wing/Bug/Hum","1","SetNameParameter","PreTitleSuffix|lord/leader/singer/keeper/lurker/burrower","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","VolturaNameStyle","1","GoToNameSpawnRow","VolturaOfTitle","1","SetNameParameter","TheTitle|Zapper/Tinkerer/Nestbuilder/Nester/Wingleader/Inventor/Hoarder/Brilliant/Scientist/Remade/Mechanical/Scavenger/Gadgetee/Discoverer","1","GoToNameSpawnRow","VolturaPreTitle","1","GoToNameSpawnRow","VolturaPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","VolturaGibberishPrefixSuffix","1","GoToNameSpawnRow","VolturaEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Kaw/Vraw/Vrawk/Wroo/Vri/Klaw/Klack/Viki/Kiky/Floo/Fli/Flaw","1","SetNameParameter","Suffix|kaw/kli/ri/how/flawk/'awk/swi","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Hook/Hoot/Wing/Squawk/Tech/Flock/Talon","1","SetNameParameter","Suffix|beak/miser/flocker/flapper/slash/'nok/feather","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Little/Tinkerer/Engineer/Pilferer/Snatcher/Robber/Collector/Archaeologist","1","SetNameParameter","PreTitlePrefix|Wing/Squawk/Flock/Feather/Flight/Talon","1","SetNameParameter","PreTitleSuffix|preener/lord/leader/licker/tinkerer/master/lover/mother/father/nester/haver","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
HyvidOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Skitterer/Swarmer","1","SetNameParameter","OfTitleSecond|Night/Hill/Tunnel","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
VolturaOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Hoarder/Keeper/Collector/Master/Lover/User/Maker/Holder/Grabber/Smasher","1","SetNameParameter","OfTitleSecond|Gadgets/Trinkets/Shocks/Clockwork/Gears/Shinies/Machines/Antiquities/Old Things/Jewels/Gold","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
MossratName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","MossratEnglishPrefixSuffix","1","GoToNameSpawnRow","MossratOfTitle","1","SetNameParameter","TheTitle|Burrower/Eater/Napper/Sleeper/Taker/Filthy/Mossy/Old/Sour/Ravenous/Rabid","1","GoToNameSpawnRow","MossratPreTitle","1","GoToNameSpawnRow","MossratPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
MossratEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Snout/Nose/Nibble/Whisker/Moss/Grass/Fur","1","SetNameParameter","Suffix|snok/nubber/whisk/mock/nibble/fur","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
MossratOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Keeper/Hoarder/Pilferer/Eater/Grabber/Lover/Nibbler","1","SetNameParameter","OfTitleSecond|Acorns/Limbs/Snacks/People/Grass/Dirt/Stones/Bark","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
MossratPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Angry/Scary/Big/Little/Old/Rancid/Sneaky/Unwanted","1","SetNameParameter","PreTitlePrefix|Nibble/Nobble/Whisker/Snout/Snort","1","SetNameParameter","PreTitleSuffix|licker/burrower/limb/snot/scurry","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherlingName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","NetherlingNameStyle","1","GoToNameSpawnRow","NetherlingOfTitle","1","SetNameParameter","TheTitle|Devourer/Hungry/Insatiable/Ravenous/Greedy/Round/Many-Mouthed/Broken/Wild/Incorrigible/Corrupted/Foul/Roller/Nibbler/Mistake/Failure","1","GoToNameSpawnRow","NetherlingPreTitle","1","GoToNameSpawnRow","NetherimPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherlingNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","NetherimGibberishPrefixSuffix","1","GoToNameSpawnRow","NetherlingEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherlingEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Tooth/Bite/Maw/Jaw/Snap/Drool/Chomp/Nibble/Hunger/Foul/Round/Mangle/Rip/Shred","1","SetNameParameter","Suffix|shredder/master/mother/father/lord/nibbler/ripper/mangler/snarl/roll/tumble/bobble/lobber/roller/hound","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherlingPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Wrecker/Devourer/Hungerer/Tooth-Haver/Toothy/Fetid/Amin/Jurion/Alion/Rwan/Yurion/Turon/Biter/Snacker/Nibbler/Hungerer/Muncher","1","SetNameParameter","PreTitlePrefix|Tooth/Bite/Hate/Anger/Drool/Saliva/Nibble/Snack/Meal","1","SetNameParameter","PreTitleSuffix|maker/taker/breaker/lord/master/bearer","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherlingOfTitle,"All","0","0","False","False","SetNameParameter","OfTitleFirst|Servant/Holder/Breaker/Stealer/Usurper/Herald/Harbinger","1","SetNameParameter","OfTitleSecond|Misery/Bites/Flesh/Suffering/Nibbles/Limbs/Bones/Snacks/Chomps/Munches/Guts/Organs/Livers/Prio'ratha/An'yul/Than'kri/Thul'irak/Tha'ni'grosk","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherimName,"All","0","0","False","False","GoToNameSpawnRow","PickFormat","1","GoToNameSpawnRow","NetherimNameStyle","1","GoToNameSpawnRow","NetherimOfTitle","1","SetNameParameter","TheTitle|Devourer/Hungry/Insatiable/Ravenous/Greedy/Divine/Many-Mouthed/Broken/Wild/Incorrigible/Corrupted/Foul/Godly/Herald/Mangler/Ender/Many-Eyed/Many-Limbed/Many/Numerous/Overlord/Master/Savior/God-Eater/Disciple","1","GoToNameSpawnRow","NetherimPreTitle","1","GoToNameSpawnRow","NetherimPackRoles","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherimNameStyle,"Pick","0","0","False","False","GoToNameSpawnRow","NetherimGibberishPrefixSuffix","4","GoToNameSpawnRow","NetherimEnglishPrefixSuffix","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherimGibberishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Cth'/Cth/Ssi/Kith/Kil'/Sin/Xe/Xou/Xi'/Thu'/Thu/Cl'/Tha'/Thana/Gnilth/Nith/Prion/Yyith/Yyu/Yyng/Zenzi/Za'/Zakra'/Zether/Zed/Zeon/Ze'/Ziw'","1","SetNameParameter","Suffix|na/kil/ni/gyi/koru/kza/rim/ardrak/zim/zimrok/rokura/rokur/yur/romak/thul/tos/onthun/anthen/anwriz/an'durath/ssadrath","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherimEnglishPrefixSuffix,"All","0","0","False","False","SetNameParameter","BaseName|{Prefix}{Suffix}","1","SetNameParameter","Prefix|Fury/Anger/Maw/Jaw/Snap/Limb/Eye/Dark/Fear/Mangle/Rip/Shred/Doom/Sorrow/Din/Discord","1","SetNameParameter","Suffix|shredder/master/mother/father/lord/wrecker/herald/prophet/sin/saint/bringer/claw/shock/hound/gheist/ghoul/spirit/eater","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
NetherimPreTitle,"All","0","0","False","False","SetNameParameter","PreTitle|Wrecker/Devourer/Hungerer/Tentacle-Lord/Toothy/Fetid/Amin/Jurion/Alion/Rwan/Yurion/Turon/Ripper/Minder/Watcher/Hungerer/Rouser/Prelate","1","SetNameParameter","PreTitlePrefix|God-/Mind-/Void-/Null-/End-/Oblivion-/Calamity-/Apocalypse-/Doom-/Arch-","1","SetNameParameter","PreTitleSuffix|Bringer/Taker/Breaker/Saint/Bearer/Tender/Prince/King/Lord/Prophet/Prelate/Priest/Bishop/Cleric","1","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","","0","None","",""
